,SensorId,L1H,L1T,L2H,L2T,L3H,L3T,TS
0,E53490B59A25,17.9438,14.0,29.3852,15.8,41.9258,16.5,2020-05-05 06:13:09+00:00
1,E53490B59A25,18.5554,14.7,29.7637,15.8,42.0087,16.5,2020-05-05 06:18:13+00:00
2,E53490B59A25,18.5016,14.7,30.426,15.7,42.2422,16.5,2020-05-05 06:23:17+00:00
4,E53490B59A25,18.7083,14.7,30.5203,15.7,42.2865,16.4,2020-05-05 06:28:22+00:00
5,E53490B59A25,19.2017,14.7,30.5848,15.7,42.3218,16.4,2020-05-05 06:33:25+00:00
6,E53490B59A25,19.6314,14.7,30.719,15.7,42.3727,16.4,2020-05-05 06:38:29+00:00
7,E53490B59A25,19.905,14.8,30.7802,15.7,42.3798,16.4,2020-05-05 06:43:42+00:00
9,E53490B59A25,20.1167,14.8,30.8211,15.7,42.3916,16.4,2020-05-05 06:48:48+00:00
10,E53490B59A25,20.2786,14.8,30.904,15.7,42.4537,16.4,2020-05-05 06:53:51+00:00
11,E53490B59A25,20.4598,14.8,30.9395,15.7,42.4766,16.4,2020-05-05 06:58:54+00:00
12,E53490B59A25,20.6218,14.9,30.939,15.7,42.4887,16.4,2020-05-05 07:03:58+00:00
13,E53490B59A25,20.676,14.9,30.9516,15.7,42.5138,16.3,2020-05-05 07:09:01+00:00
14,E53490B59A25,20.7115,15.0,30.9538,15.7,42.5243,16.3,2020-05-05 07:14:05+00:00
15,E53490B59A25,20.7289,15.0,30.9379,15.7,42.525,16.3,2020-05-05 07:19:08+00:00
16,E53490B59A25,20.7768,15.1,30.9358,15.7,42.5146,16.3,2020-05-05 07:24:11+00:00
17,E53490B59A25,20.8372,15.1,30.9505,15.7,42.5293,16.3,2020-05-05 07:29:15+00:00
18,E53490B59A25,20.8772,15.2,30.9488,15.8,42.5401,16.3,2020-05-05 07:34:29+00:00
19,E53490B59A25,20.9815,15.3,30.9699,15.8,42.5695,16.3,2020-05-05 07:39:33+00:00
20,E53490B59A25,21.0057,15.4,30.9858,15.8,42.5854,16.3,2020-05-05 07:44:36+00:00
21,E53490B59A25,21.0291,15.4,30.9924,15.8,42.5837,16.3,2020-05-05 07:49:40+00:00
22,E53490B59A25,21.0796,15.5,31.018,15.8,42.5926,16.3,2020-05-05 07:54:44+00:00
23,E53490B59A25,21.1313,15.6,31.0572,15.8,42.6235,16.3,2020-05-05 07:59:47+00:00
24,E53490B59A25,21.1715,15.7,31.0807,15.9,42.6345,16.3,2020-05-05 08:04:51+00:00
25,E53490B59A25,21.1986,15.8,31.1162,15.9,42.6575,16.3,2020-05-05 08:09:55+00:00
26,E53490B59A25,21.3024,15.9,31.1617,15.9,42.6697,16.3,2020-05-05 08:14:59+00:00
27,E53490B59A25,22.5356,16.0,31.3873,15.9,42.7538,16.3,2020-05-05 08:20:03+00:00
29,E53490B59A25,23.7004,16.1,31.7485,16.0,42.886,16.3,2020-05-05 08:25:10+00:00
31,E53490B59A25,25.6595,16.2,32.0547,16.0,43.1589,16.3,2020-05-05 08:30:18+00:00
33,E53490B59A25,28.9725,16.4,33.0903,16.0,43.4075,16.3,2020-05-05 08:35:15+00:00
35,E53490B59A25,32.8925,16.5,33.7127,16.1,43.6386,16.3,2020-05-05 08:40:22+00:00
36,E53490B59A25,38.0714,16.6,34.9821,16.1,44.0128,16.3,2020-05-05 08:45:27+00:00
38,E53490B59A25,38.9792,16.7,35.7566,16.1,44.6,16.3,2020-05-05 08:50:33+00:00
39,E53490B59A25,38.8105,16.8,35.8419,16.2,44.7893,16.3,2020-05-05 08:55:37+00:00
40,E53490B59A25,38.6956,16.9,35.6979,16.2,44.8077,16.3,2020-05-05 09:00:41+00:00
41,E53490B59A25,38.5151,17.0,34.6555,16.3,44.8062,16.3,2020-05-05 09:05:44+00:00
42,E53490B59A25,38.3412,17.1,34.6399,16.3,44.7906,16.3,2020-05-05 09:10:48+00:00
43,E53490B59A25,38.3204,17.2,34.7065,16.4,44.8197,16.3,2020-05-05 09:15:52+00:00
44,E53490B59A25,38.2267,17.3,34.6668,16.4,44.8467,16.3,2020-05-05 09:20:55+00:00
45,E53490B59A25,38.2058,17.4,34.7334,16.5,44.9174,16.3,2020-05-05 09:25:59+00:00
46,E53490B59A25,38.0351,17.5,34.6334,16.6,44.8383,16.4,2020-05-05 09:31:03+00:00
47,E53490B59A25,38.0232,17.6,34.734,16.6,44.9139,16.4,2020-05-05 09:36:06+00:00
48,E53490B59A25,37.8978,17.7,34.7294,16.7,44.8801,16.4,2020-05-05 09:41:20+00:00
49,E53490B59A25,37.8599,17.8,34.7913,16.7,44.9129,16.4,2020-05-05 09:46:24+00:00
50,E53490B59A25,37.774,17.9,34.8012,16.8,44.8937,16.4,2020-05-05 09:51:27+00:00
51,E53490B59A25,37.7122,17.9,34.856,16.8,44.911,16.4,2020-05-05 09:56:31+00:00
52,E53490B59A25,37.6564,18.0,34.8877,16.9,44.9135,16.5,2020-05-05 10:01:35+00:00
53,E53490B59A25,37.5753,18.1,34.919000000000004,16.9,44.9115,16.5,2020-05-05 10:06:38+00:00
54,E53490B59A25,37.5288,18.2,34.9557,17.0,44.9107,16.5,2020-05-05 10:11:42+00:00
55,E53490B59A25,37.481,18.2,34.986999999999995,17.0,44.8921,16.5,2020-05-05 10:16:45+00:00
56,E53490B59A25,37.4105,18.3,35.0207,17.1,44.8841,16.5,2020-05-05 10:21:59+00:00
57,E53490B59A25,37.3675,18.4,35.0609,17.1,44.8827,16.6,2020-05-05 10:27:03+00:00
58,E53490B59A25,37.3112,18.4,35.0754,17.2,44.868,16.6,2020-05-05 10:32:06+00:00
59,E53490B59A25,37.2654,18.5,35.117,17.2,44.868,16.6,2020-05-05 10:37:10+00:00
60,E53490B59A25,37.2303,18.6,35.1486,17.3,44.8704,16.6,2020-05-05 10:42:14+00:00
61,E53490B59A25,37.1835,18.6,35.1642,17.3,44.8611,16.6,2020-05-05 10:47:17+00:00
62,E53490B59A25,37.1336,18.7,35.1893,17.4,44.8445,16.7,2020-05-05 10:52:21+00:00
63,E53490B59A25,37.1023,18.7,35.1996,17.4,44.833999999999996,16.7,2020-05-05 10:57:24+00:00
64,E53490B59A25,37.047,18.8,35.1984,17.5,44.8245,16.7,2020-05-05 11:02:28+00:00
65,E53490B59A25,37.0222,18.8,35.1112,17.5,44.8164,16.7,2020-05-05 11:07:42+00:00
66,E53490B59A25,36.9727,18.9,35.0824,17.6,44.8001,16.8,2020-05-05 11:12:45+00:00
67,E53490B59A25,36.9152,18.9,35.0541,17.6,44.776,16.8,2020-05-05 11:17:49+00:00
68,E53490B59A25,36.876999999999995,19.0,35.0492,17.6,44.7753,16.8,2020-05-05 11:22:53+00:00
69,E53490B59A25,36.8341,19.0,35.0355,17.7,44.7615,16.8,2020-05-05 11:27:56+00:00
70,E53490B59A25,36.7972,19.0,35.0236,17.7,44.7538,16.9,2020-05-05 11:33:00+00:00
71,E53490B59A25,36.7534,19.1,35.0172,17.8,44.7474,16.9,2020-05-05 11:38:03+00:00
72,E53490B59A25,36.7319,19.1,35.0331,17.8,44.7467,16.9,2020-05-05 11:43:07+00:00
73,E53490B59A25,36.6949,19.2,35.0336,17.9,44.743,16.9,2020-05-05 11:48:11+00:00
74,E53490B59A25,36.6503,19.2,35.0182,17.9,44.7317,17.0,2020-05-05 11:53:24+00:00
75,E53490B59A25,36.6423,19.2,35.0143,17.9,44.7362,17.0,2020-05-05 11:58:28+00:00
76,E53490B59A25,36.6153,19.3,35.0082,18.0,44.7342,17.0,2020-05-05 12:03:32+00:00
77,E53490B59A25,36.5777,19.3,34.9913,18.0,44.7382,17.0,2020-05-05 12:08:35+00:00
78,E53490B59A25,36.5548,19.4,34.9852,18.0,44.7362,17.1,2020-05-05 12:13:39+00:00
79,E53490B59A25,36.5343,19.4,34.9689,18.1,44.7407,17.1,2020-05-05 12:18:43+00:00
80,E53490B59A25,36.507,19.4,34.9457,18.1,44.73,17.1,2020-05-05 12:23:46+00:00
81,E53490B59A25,36.4745,19.5,34.9256,18.1,44.7225,17.1,2020-05-05 12:28:50+00:00
82,E53490B59A25,36.4627,19.5,34.9056,18.2,44.718999999999994,17.2,2020-05-05 12:33:53+00:00
83,E53490B59A25,36.4142,19.5,34.9028,18.2,44.7205,17.2,2020-05-05 12:38:57+00:00
84,E53490B59A25,36.4049,19.5,34.8686,18.2,44.7112,17.2,2020-05-05 12:44:11+00:00
85,E53490B59A25,36.4,19.6,34.847,18.3,44.7105,17.2,2020-05-05 12:49:14+00:00
86,E53490B59A25,36.3704,19.6,34.8132,18.3,44.6975,17.3,2020-05-05 12:54:18+00:00
87,E53490B59A25,36.364000000000004,19.6,34.7818,18.3,44.6869,17.3,2020-05-05 12:59:22+00:00
88,E53490B59A25,36.3558,19.6,34.7362,18.4,44.6912,17.3,2020-05-05 13:04:25+00:00
89,E53490B59A25,36.3435,19.6,34.7072,18.4,44.6831,17.3,2020-05-05 13:09:29+00:00
90,E53490B59A25,36.344,19.6,34.6786,18.4,44.6794,17.4,2020-05-05 13:14:32+00:00
91,E53490B59A25,36.3358,19.7,34.6413,18.5,44.6712,17.4,2020-05-05 13:19:36+00:00
92,E53490B59A25,36.3133,19.7,34.598,18.5,44.6613,17.4,2020-05-05 13:24:40+00:00
93,E53490B59A25,36.3032,19.7,34.5587,18.5,44.6553,17.4,2020-05-05 13:29:43+00:00
94,E53490B59A25,36.2724,19.7,34.5237,18.5,44.6453,17.5,2020-05-05 13:34:57+00:00
95,E53490B59A25,36.2469,19.7,34.4816,18.5,44.6239,17.5,2020-05-05 13:40:01+00:00
96,E53490B59A25,36.2182,19.7,34.4278,18.6,44.6077,17.5,2020-05-05 13:45:05+00:00
97,E53490B59A25,36.1458,19.7,34.3472,18.6,44.5603,17.5,2020-05-05 13:50:08+00:00
98,E53490B59A25,36.1038,19.7,34.2843,18.6,44.5308,17.5,2020-05-05 13:55:12+00:00
99,E53490B59A25,36.1019,19.7,34.2491,18.6,44.5289,17.6,2020-05-05 14:00:15+00:00
100,E53490B59A25,36.0942,19.7,34.2331,18.6,44.542,17.6,2020-05-05 14:05:19+00:00
101,E53490B59A25,36.0711,19.7,34.21,18.7,44.5439,17.6,2020-05-05 14:10:23+00:00
102,E53490B59A25,36.0497,19.7,34.1886,18.7,44.5392,17.6,2020-05-05 14:15:26+00:00
103,E53490B59A25,36.0144,19.7,34.1658,18.7,44.5289,17.6,2020-05-05 14:20:30+00:00
104,E53490B59A25,35.9806,19.7,34.1237,18.7,44.5159,17.6,2020-05-05 14:25:34+00:00
105,E53490B59A25,35.9484,19.7,34.0998,18.7,44.5086,17.7,2020-05-05 14:30:47+00:00
106,E53490B59A25,35.8992,19.7,34.0589,18.7,44.501000000000005,17.7,2020-05-05 14:35:51+00:00
107,E53490B59A25,35.8827,19.7,34.0424,18.7,44.4929,17.7,2020-05-05 14:40:55+00:00
108,E53490B59A25,35.8206,19.7,33.972,18.7,44.4808,17.7,2020-05-05 14:45:58+00:00
109,E53490B59A25,35.7261,19.7,33.9191,18.7,44.4487,17.7,2020-05-05 14:51:02+00:00
110,E53490B59A25,35.72,19.7,33.8881,18.8,44.4552,17.7,2020-05-05 14:56:05+00:00
111,E53490B59A25,35.6677,19.6,33.8441,18.8,44.4403,17.8,2020-05-05 15:01:09+00:00
112,E53490B59A25,35.628,19.6,33.8002,18.8,44.4464,17.8,2020-05-05 15:06:13+00:00
113,E53490B59A25,35.625,19.6,33.7764,18.8,44.4476,17.8,2020-05-05 15:11:17+00:00
114,E53490B59A25,35.5936,19.6,33.745,18.8,44.4495,17.8,2020-05-05 15:16:21+00:00
115,E53490B59A25,35.5668,19.6,33.7099,18.8,44.4435,17.8,2020-05-05 15:21:24+00:00
116,E53490B59A25,35.546,19.6,33.6932,18.8,44.4352,17.8,2020-05-05 15:26:28+00:00
117,E53490B59A25,35.5368,19.6,33.6757,18.8,44.4301,17.8,2020-05-05 15:31:32+00:00
118,E53490B59A25,35.5129,19.6,33.6559,18.8,44.4228,17.8,2020-05-05 15:36:45+00:00
119,E53490B59A25,35.4825,19.6,33.6172,18.8,44.4091,17.9,2020-05-05 15:41:49+00:00
120,E53490B59A25,35.4338,19.6,33.5768,18.8,44.3771,17.9,2020-05-05 15:46:52+00:00
121,E53490B59A25,35.4171,19.6,33.5477,18.8,44.3812,17.9,2020-05-05 15:51:56+00:00
122,E53490B59A25,35.4003,19.6,33.5184,18.8,44.3686,17.9,2020-05-05 15:56:59+00:00
123,E53490B59A25,35.3755,19.6,33.4894,18.8,44.3687,17.9,2020-05-05 16:02:03+00:00
124,E53490B59A25,35.3457,19.6,33.4596,18.8,44.3556,17.9,2020-05-05 16:07:07+00:00
125,E53490B59A25,35.3052,19.6,33.4191,18.8,44.3359,17.9,2020-05-05 16:12:10+00:00
126,E53490B59A25,35.2564,19.6,33.3828,18.8,44.3246,17.9,2020-05-05 16:17:24+00:00
127,E53490B59A25,35.2082,19.5,33.3387,18.9,44.293,17.9,2020-05-05 16:22:28+00:00
128,E53490B59A25,35.1451,19.5,33.3089,18.8,44.2507,17.9,2020-05-05 16:27:31+00:00
129,E53490B59A25,35.0814,19.5,33.2578,18.8,44.2121,18.0,2020-05-05 16:32:35+00:00
130,E53490B59A25,35.0317,19.5,33.2372,18.8,44.1582,18.0,2020-05-05 16:37:39+00:00
131,E53490B59A25,34.9688,19.4,33.1743,18.8,44.1244,18.0,2020-05-05 16:42:42+00:00
132,E53490B59A25,34.9482,19.4,33.1579,18.8,44.1122,18.0,2020-05-05 16:47:46+00:00
133,E53490B59A25,34.9187,19.3,33.1367,18.8,44.0952,18.0,2020-05-05 16:52:50+00:00
134,E53490B59A25,34.8719,19.3,33.1232,18.8,44.0775,18.0,2020-05-05 16:57:53+00:00
135,E53490B59A25,34.8459,19.3,33.1013,18.8,44.0806,18.0,2020-05-05 17:02:57+00:00
136,E53490B59A25,34.7902,19.2,33.0749,18.8,44.0583,18.0,2020-05-05 17:08:00+00:00
137,E53490B59A25,34.7179,19.2,33.0441,18.8,44.0151,18.0,2020-05-05 17:13:04+00:00
138,E53490B59A25,34.6638,19.1,33.0316,18.8,43.9859,18.0,2020-05-05 17:18:18+00:00
139,E53490B59A25,34.6181,19.1,33.0152,18.8,43.9569,18.0,2020-05-05 17:23:21+00:00
140,E53490B59A25,34.5791,19.1,32.997,18.8,43.9305,18.0,2020-05-05 17:28:25+00:00
141,E53490B59A25,34.5479,19.0,32.9866,18.8,43.9242,18.0,2020-05-05 17:33:28+00:00
142,E53490B59A25,34.5107,19.0,32.966,18.7,43.9078,18.0,2020-05-05 17:38:32+00:00
143,E53490B59A25,34.4816,19.0,32.9577,18.7,43.9037,18.0,2020-05-05 17:43:36+00:00
144,E53490B59A25,34.4679,18.9,32.9524,18.7,43.915,18.0,2020-05-05 17:48:39+00:00
145,E53490B59A25,34.4502,18.9,32.9597,18.7,43.9306,18.0,2020-05-05 17:53:43+00:00
146,E53490B59A25,34.4256,18.8,32.96,18.7,43.9393,18.0,2020-05-05 17:58:47+00:00
147,E53490B59A25,34.3822,18.8,32.95,18.7,43.9251,18.0,2020-05-05 18:03:50+00:00
148,E53490B59A25,34.3215,18.8,32.9226,18.7,43.8893,18.0,2020-05-05 18:08:54+00:00
149,E53490B59A25,34.2588,18.8,32.8848,18.6,43.8641,18.0,2020-05-05 18:14:07+00:00
150,E53490B59A25,34.1978,18.7,32.8488,18.6,43.8364,18.0,2020-05-05 18:19:11+00:00
151,E53490B59A25,34.1396,18.7,32.8156,18.6,43.8074,18.0,2020-05-05 18:24:14+00:00
152,E53490B59A25,34.0898,18.7,32.7867,18.6,43.7826,18.0,2020-05-05 18:29:18+00:00
153,E53490B59A25,34.0202,18.6,32.7544,18.6,43.7587,18.0,2020-05-05 18:34:21+00:00
154,E53490B59A25,33.9756,18.6,32.7349,18.6,43.7391,18.0,2020-05-05 18:39:25+00:00
155,E53490B59A25,33.9332,18.5,32.705,18.5,43.7217,18.0,2020-05-05 18:44:28+00:00
156,E53490B59A25,33.8608,18.5,32.6575,18.5,43.6784,18.0,2020-05-05 18:49:31+00:00
157,E53490B59A25,33.7852,18.4,32.607,18.5,43.6362,18.0,2020-05-05 18:54:45+00:00
158,E53490B59A25,33.7255,18.4,32.5846,18.5,43.6097,18.0,2020-05-05 18:59:48+00:00
159,E53490B59A25,33.6669,18.4,32.5511,18.5,43.5845,18.0,2020-05-05 19:04:52+00:00
160,E53490B59A25,33.6156,18.3,32.5164,18.5,43.5498,18.0,2020-05-05 19:09:55+00:00
161,E53490B59A25,33.5748,18.3,32.4965,18.4,43.5257,18.0,2020-05-05 19:14:58+00:00
162,E53490B59A25,33.5383,18.2,32.46,18.4,43.5059,18.0,2020-05-05 19:20:02+00:00
163,E53490B59A25,33.5031,18.2,32.4289,18.4,43.4998,18.0,2020-05-05 19:25:05+00:00
164,E53490B59A25,33.4681,18.1,32.398,18.4,43.4856,18.0,2020-05-05 19:30:19+00:00
165,E53490B59A25,33.4341,18.1,32.3641,18.3,43.4766,18.0,2020-05-05 19:35:22+00:00
166,E53490B59A25,33.398,18.0,32.3321,18.3,43.4654,18.0,2020-05-05 19:40:25+00:00
167,E53490B59A25,33.3586,18.0,32.2927,18.3,43.4427,18.0,2020-05-05 19:45:28+00:00
168,E53490B59A25,33.3331,17.9,32.2755,18.3,43.4338,18.0,2020-05-05 19:50:31+00:00
169,E53490B59A25,33.3141,17.9,32.2524,18.2,43.4315,17.9,2020-05-05 19:55:35+00:00
170,E53490B59A25,33.2973,17.9,32.2481,18.2,43.4272,17.9,2020-05-05 20:00:38+00:00
171,E53490B59A25,33.2676,17.8,32.2267,18.2,43.4184,17.9,2020-05-05 20:05:52+00:00
172,E53490B59A25,33.2349,17.8,32.194,18.2,43.3981,17.9,2020-05-05 20:10:55+00:00
173,E53490B59A25,33.2107,17.7,32.1781,18.1,43.3947,17.9,2020-05-05 20:15:58+00:00
174,E53490B59A25,33.1855,17.7,32.1613,18.1,43.3862,17.9,2020-05-05 20:21:02+00:00
175,E53490B59A25,33.1656,17.6,32.1539,18.1,43.383,17.9,2020-05-05 20:26:05+00:00
176,E53490B59A25,33.1349,17.6,32.1356,18.1,43.3731,17.9,2020-05-05 20:31:08+00:00
177,E53490B59A25,33.1034,17.6,32.1458,18.0,43.3666,17.9,2020-05-05 20:36:11+00:00
178,E53490B59A25,33.0801,17.5,32.1308,18.0,43.3557,17.9,2020-05-05 20:41:25+00:00
179,E53490B59A25,33.071999999999996,17.5,32.181,18.0,43.3477,17.8,2020-05-05 20:46:28+00:00
180,E53490B59A25,33.0351,17.4,32.1733,18.0,43.3399,17.8,2020-05-05 20:51:32+00:00
181,E53490B59A25,33.0094,17.4,32.1642,17.9,43.3433,17.8,2020-05-05 20:56:35+00:00
182,E53490B59A25,32.9738,17.4,32.1536,17.9,43.3327,17.8,2020-05-05 21:01:38+00:00
183,E53490B59A25,32.934,17.3,32.1304,17.9,43.3262,17.8,2020-05-05 21:06:42+00:00
184,E53490B59A25,32.8967,17.3,32.1057,17.9,43.3098,17.8,2020-05-05 21:11:45+00:00
185,E53490B59A25,32.8554,17.3,32.0809,17.8,43.2934,17.8,2020-05-05 21:16:49+00:00
186,E53490B59A25,32.8385,17.2,32.06,17.8,43.2849,17.8,2020-05-05 21:22:02+00:00
187,E53490B59A25,32.8015,17.2,32.0104,17.8,43.2728,17.7,2020-05-05 21:27:05+00:00
188,E53490B59A25,32.7579,17.2,32.0168,17.8,43.2542,17.7,2020-05-05 21:32:09+00:00
189,E53490B59A25,32.7243,17.1,31.9665,17.7,43.2456,17.7,2020-05-05 21:37:12+00:00
190,E53490B59A25,32.7334,17.1,31.9632,17.7,43.2589,17.7,2020-05-05 21:42:15+00:00
191,E53490B59A25,32.7384,17.0,31.964000000000002,17.7,43.2639,17.7,2020-05-05 21:47:19+00:00
192,E53490B59A25,32.7349,17.0,31.9605,17.7,43.2687,17.7,2020-05-05 21:52:22+00:00
193,E53490B59A25,32.7259,17.0,31.9556,17.6,43.268,17.7,2020-05-05 21:57:26+00:00
194,E53490B59A25,32.689,16.9,31.9395,17.6,43.2561,17.7,2020-05-05 22:02:39+00:00
195,E53490B59A25,32.6535,16.9,31.9374,17.6,43.2497,17.6,2020-05-05 22:07:43+00:00
196,E53490B59A25,32.5989,16.9,31.9286,17.6,43.2451,17.6,2020-05-05 22:12:46+00:00
197,E53490B59A25,32.5421,16.9,31.9176,17.5,43.2257,17.6,2020-05-05 22:17:49+00:00
198,E53490B59A25,32.5054,16.8,31.9141,17.5,43.2182,17.6,2020-05-05 22:22:53+00:00
199,E53490B59A25,32.4741,16.8,31.912,17.5,43.216,17.6,2020-05-05 22:27:56+00:00
200,E53490B59A25,32.4426,16.8,31.8972,17.5,43.2095,17.6,2020-05-05 22:33:09+00:00
201,E53490B59A25,32.4001,16.7,31.888,17.5,43.192,17.6,2020-05-05 22:38:12+00:00
202,E53490B59A25,32.3502,16.7,31.8756,17.4,43.1796,17.5,2020-05-05 22:43:16+00:00
203,E53490B59A25,32.3112,16.7,31.8615,17.4,43.1697,17.5,2020-05-05 22:48:19+00:00
204,E53490B59A25,32.2868,16.6,31.8663,17.4,43.162,17.5,2020-05-05 22:53:22+00:00
205,E53490B59A25,32.2436,16.6,31.8564,17.4,43.1562,17.5,2020-05-05 22:58:26+00:00
206,E53490B59A25,32.1993,16.6,31.8495,17.3,43.1452,17.5,2020-05-05 23:03:29+00:00
207,E53490B59A25,32.1653,16.5,31.8322,17.3,43.1279,17.5,2020-05-05 23:08:33+00:00
208,E53490B59A25,32.1378,16.5,31.8214,17.3,43.1212,17.5,2020-05-05 23:13:36+00:00
209,E53490B59A25,32.1051,16.5,31.8095,17.3,43.1135,17.4,2020-05-05 23:18:49+00:00
210,E53490B59A25,32.0893,16.4,31.8062,17.2,43.1061,17.4,2020-05-05 23:23:52+00:00
211,E53490B59A25,32.0714,16.4,31.8008,17.2,43.1007,17.4,2020-05-05 23:28:56+00:00
212,E53490B59A25,32.0644,16.4,31.7979,17.2,43.1019,17.4,2020-05-05 23:33:59+00:00
213,E53490B59A25,32.0192,16.3,31.785999999999998,17.2,43.0942,17.4,2020-05-05 23:39:02+00:00
214,E53490B59A25,31.9884,16.3,31.7761,17.2,43.0843,17.4,2020-05-05 23:44:06+00:00
215,E53490B59A25,31.9792,16.3,31.7752,17.1,43.0834,17.4,2020-05-05 23:49:09+00:00
216,E53490B59A25,31.9604,16.2,31.7688,17.1,43.0812,17.3,2020-05-05 23:54:22+00:00
217,E53490B59A25,31.9329,16.2,31.758000000000003,17.1,43.0704,17.3,2020-05-05 23:59:25+00:00
218,E53490B59A25,31.926,16.2,31.7678,17.1,43.0801,17.3,2020-05-06 00:04:29+00:00
219,E53490B59A25,31.8869,16.1,31.7495,17.0,43.066,17.3,2020-05-06 00:09:32+00:00
220,E53490B59A25,31.8466,16.1,31.7342,17.0,43.0465,17.3,2020-05-06 00:14:35+00:00
221,E53490B59A25,31.8407,16.1,31.7158,17.0,43.0365,17.3,2020-05-06 00:19:49+00:00
222,E53490B59A25,31.8315,16.0,31.7107,17.0,43.0397,17.3,2020-05-06 00:24:52+00:00
223,E53490B59A25,31.8009,16.0,31.7093,16.9,43.0341,17.2,2020-05-06 00:29:55+00:00
224,E53490B59A25,31.826,16.0,31.7011,16.9,43.0343,17.2,2020-05-06 00:34:59+00:00
225,E53490B59A25,31.815,15.9,31.7026,16.9,43.0357,17.2,2020-05-06 00:40:02+00:00
226,E53490B59A25,31.7826,15.9,31.6993,16.9,43.0283,17.2,2020-05-06 00:45:05+00:00
227,E53490B59A25,31.7309,15.9,31.6767,16.9,43.0099,17.2,2020-05-06 00:50:09+00:00
228,E53490B59A25,31.7271,15.8,31.6522,16.8,43.001999999999995,17.2,2020-05-06 00:55:12+00:00
229,E53490B59A25,31.6881,15.8,31.6423,16.8,42.9879,17.2,2020-05-06 01:00:25+00:00
230,E53490B59A25,31.6472,15.8,31.6347,16.8,42.9845,17.1,2020-05-06 01:05:28+00:00
231,E53490B59A25,31.6458,15.8,31.6208,16.8,42.9706,17.1,2020-05-06 01:10:32+00:00
232,E53490B59A25,31.6005,15.7,31.613000000000003,16.7,42.9629,17.1,2020-05-06 01:15:35+00:00
233,E53490B59A25,31.5606,15.7,31.6022,16.7,42.9604,17.1,2020-05-06 01:20:38+00:00
234,E53490B59A25,31.5848,15.7,31.6181,16.7,42.9638,17.1,2020-05-06 01:25:42+00:00
235,E53490B59A25,31.5685,15.6,31.6143,16.7,42.9683,17.1,2020-05-06 01:30:45+00:00
236,E53490B59A25,31.5148,15.6,31.5981,16.6,42.952,17.0,2020-05-06 01:35:48+00:00
237,E53490B59A25,31.5215,15.6,31.584,16.6,42.938,17.0,2020-05-06 01:41:01+00:00
238,E53490B59A25,31.4774,15.5,31.5773,16.6,42.9313,17.0,2020-05-06 01:46:05+00:00
239,E53490B59A25,31.4624,15.5,31.5665,16.6,42.9246,17.0,2020-05-06 01:51:08+00:00
240,E53490B59A25,31.4405,15.5,31.5612,16.6,42.9236,17.0,2020-05-06 01:56:12+00:00
241,E53490B59A25,31.4501,15.4,31.5583,16.5,42.9123,17.0,2020-05-06 02:01:15+00:00
242,E53490B59A25,31.462,15.4,31.5661,16.5,42.9326,17.0,2020-05-06 02:06:18+00:00
243,E53490B59A25,31.4612,15.4,31.5653,16.5,42.9318,16.9,2020-05-06 02:11:22+00:00
244,E53490B59A25,31.4214,15.3,31.5505,16.5,42.9253,16.9,2020-05-06 02:16:25+00:00
245,E53490B59A25,31.4001,15.3,31.5458,16.4,42.9206,16.9,2020-05-06 02:21:28+00:00
246,E53490B59A25,31.3641,15.3,31.5265,16.4,42.9013,16.9,2020-05-06 02:26:32+00:00
247,E53490B59A25,31.366,15.2,31.5242,16.4,42.8948,16.9,2020-05-06 02:31:35+00:00
248,E53490B59A25,31.3564,15.2,31.5188,16.4,42.8936,16.9,2020-05-06 02:36:48+00:00
249,E53490B59A25,31.3456,15.2,31.5121,16.3,42.8869,16.9,2020-05-06 02:41:52+00:00
250,E53490B59A25,31.3596,15.2,31.522,16.3,42.8968,16.8,2020-05-06 02:46:55+00:00
251,E53490B59A25,31.3607,15.1,31.5231,16.3,42.8937,16.8,2020-05-06 02:51:59+00:00
252,E53490B59A25,31.3291,15.1,31.5206,16.3,42.8871,16.8,2020-05-06 02:57:02+00:00
253,E53490B59A25,31.3056,15.1,31.5055,16.3,42.8761,16.8,2020-05-06 03:02:05+00:00
254,E53490B59A25,31.3044,15.0,31.5,16.2,42.8707,16.8,2020-05-06 03:07:19+00:00
255,E53490B59A25,31.2968,15.0,31.4966,16.2,42.8673,16.8,2020-05-06 03:12:22+00:00
256,E53490B59A25,31.2906,15.0,31.4988,16.2,42.8694,16.7,2020-05-06 03:17:25+00:00
257,E53490B59A25,31.2875,15.0,31.4957,16.2,42.8664,16.7,2020-05-06 03:22:28+00:00
258,E53490B59A25,31.2666,14.9,31.5747,16.1,42.861999999999995,16.7,2020-05-06 03:27:32+00:00
259,E53490B59A25,31.2579,14.9,31.5535,16.1,42.8534,16.7,2020-05-06 03:32:35+00:00
260,E53490B59A25,31.2252,14.9,31.5458,16.1,42.8415,16.7,2020-05-06 03:37:38+00:00
261,E53490B59A25,31.1999,14.9,31.5413,16.1,42.8286,16.7,2020-05-06 03:42:41+00:00
262,E53490B59A25,31.2108,14.9,31.5439,16.1,42.8396,16.7,2020-05-06 03:47:45+00:00
263,E53490B59A25,31.2133,14.8,31.5464,16.0,42.8463,16.6,2020-05-06 03:52:48+00:00
264,E53490B59A25,31.2008,14.8,31.5423,16.0,42.8421,16.6,2020-05-06 03:58:02+00:00
265,E53490B59A25,31.166999999999998,14.8,31.5376,16.0,42.8333,16.6,2020-05-06 04:03:05+00:00
