,SensorId,L1H,L1T,L2H,L2T,L3H,L3T,TS
811,E53490B59A25,33.091,14.6,35.0271,15.0,43.3666,15.5,2020-05-08 05:58:24+00:00
812,E53490B59A25,33.1013,14.6,35.0498,15.0,43.3769,15.5,2020-05-08 06:03:28+00:00
813,E53490B59A25,33.1169,14.6,35.0779,15.0,43.3884,15.5,2020-05-08 06:08:41+00:00
814,E53490B59A25,33.1317,14.6,35.101,15.0,43.4031,15.5,2020-05-08 06:13:44+00:00
815,E53490B59A25,33.1363,14.7,35.1182,15.0,43.4078,15.5,2020-05-08 06:18:48+00:00
816,E53490B59A25,33.1381,14.7,35.1408,15.0,43.4096,15.4,2020-05-08 06:23:51+00:00
818,E53490B59A25,33.1266,14.7,35.1459,15.0,43.4022,15.4,2020-05-08 06:28:57+00:00
820,E53490B59A25,33.115,14.7,35.1551,15.0,43.4031,15.4,2020-05-08 06:34:02+00:00
822,E53490B59A25,33.0983,14.8,35.1635,15.0,43.398999999999994,15.4,2020-05-08 06:39:08+00:00
823,E53490B59A25,33.0842,14.8,35.1743,15.1,43.4014,15.4,2020-05-08 06:44:11+00:00
824,E53490B59A25,33.1163,14.8,35.2272,15.0,43.4378,15.4,2020-05-08 06:49:15+00:00
826,E53490B59A25,33.1237,14.8,35.2554,15.1,43.4576,15.4,2020-05-08 06:54:20+00:00
827,E53490B59A25,33.1548,14.8,35.299,15.1,43.4929,15.4,2020-05-08 06:59:24+00:00
828,E53490B59A25,33.1446,14.8,35.3138,15.1,43.49100000000001,15.4,2020-05-08 07:04:27+00:00
829,E53490B59A25,33.1207,14.9,35.3233,15.1,43.4838,15.4,2020-05-08 07:09:30+00:00
830,E53490B59A25,33.105,14.9,35.3325,15.1,43.4806,15.4,2020-05-08 07:14:44+00:00
831,E53490B59A25,33.0903,14.9,35.3387,15.1,43.4784,15.4,2020-05-08 07:19:47+00:00
832,E53490B59A25,33.0923,14.9,35.3656,15.1,43.497,15.4,2020-05-08 07:24:50+00:00
833,E53490B59A25,33.1192,14.9,35.4092,15.1,43.5281,15.4,2020-05-08 07:29:54+00:00
834,E53490B59A25,33.1251,14.9,35.4442,15.1,43.5506,15.4,2020-05-08 07:34:57+00:00
835,E53490B59A25,33.1999,15.0,35.544000000000004,15.2,43.6421,15.4,2020-05-08 07:40:00+00:00
836,E53490B59A25,33.2367,15.0,35.6183,15.2,43.6956,15.4,2020-05-08 07:45:03+00:00
837,E53490B59A25,33.2803,15.0,35.7118,15.2,43.7474,15.4,2020-05-08 07:50:07+00:00
838,E53490B59A25,33.1798,15.0,35.6987,15.2,43.6761,15.4,2020-05-08 07:55:10+00:00
839,E53490B59A25,33.1441,15.1,35.7005,15.2,43.6695,15.4,2020-05-08 08:00:23+00:00
840,E53490B59A25,33.2481,15.1,35.8253,15.2,43.7652,15.4,2020-05-08 08:05:26+00:00
841,E53490B59A25,33.1738,15.2,35.8343,15.3,43.7658,15.5,2020-05-08 08:10:29+00:00
842,E53490B59A25,33.156,15.3,35.8957,15.3,43.7981,15.5,2020-05-08 08:15:33+00:00
843,E53490B59A25,33.1303,15.3,35.9324,15.3,43.81399999999999,15.5,2020-05-08 08:20:36+00:00
844,E53490B59A25,33.1225,15.4,35.9828,15.3,43.827,15.5,2020-05-08 08:25:40+00:00
845,E53490B59A25,33.0937,15.5,35.9873,15.3,43.8023,15.5,2020-05-08 08:30:43+00:00
847,E53490B59A25,32.9884,15.5,35.8946,15.3,43.722,15.5,2020-05-08 08:35:50+00:00
848,E53490B59A25,33.1974,15.5,36.0828,15.3,43.9019,15.5,2020-05-08 08:40:53+00:00
849,E53490B59A25,33.063,15.6,35.9525,15.4,43.7966,15.5,2020-05-08 08:45:57+00:00
850,E53490B59A25,33.1327,15.7,36.018,15.4,43.8454,15.5,2020-05-08 08:51:01+00:00
851,E53490B59A25,33.0975,15.7,35.961999999999996,15.4,43.8186,15.5,2020-05-08 08:56:04+00:00
853,E53490B59A25,33.0299,15.8,35.8736,15.4,43.7302,15.5,2020-05-08 09:01:11+00:00
855,E53490B59A25,32.9831,15.9,35.7893,15.5,43.6709,15.5,2020-05-08 09:06:17+00:00
858,E53490B59A25,33.0708,15.9,35.8645,15.5,43.8127,15.5,2020-05-08 09:11:16+00:00
860,E53490B59A25,32.8891,16.0,35.7161,15.5,43.6435,15.5,2020-05-08 09:16:23+00:00
861,E53490B59A25,32.995,16.0,35.8345,15.5,43.7369,15.5,2020-05-08 09:21:26+00:00
862,E53490B59A25,32.889,16.1,35.7285,15.6,43.6851,15.5,2020-05-08 09:26:30+00:00
863,E53490B59A25,32.9039,16.1,35.7684,15.6,43.6792,15.5,2020-05-08 09:36:35+00:00
865,E53490B59A25,32.87,16.2,35.747,15.7,43.6411,15.5,2020-05-08 09:41:41+00:00
866,E53490B59A25,32.8716,16.2,35.707,15.7,43.6302,15.6,2020-05-08 09:46:44+00:00
867,E53490B59A25,32.8509,16.2,35.6654,15.7,43.6178,15.6,2020-05-08 09:51:58+00:00
868,E53490B59A25,32.9057,16.3,35.6702,15.8,43.6892,15.6,2020-05-08 09:57:02+00:00
869,E53490B59A25,32.8698,16.3,35.6844,15.8,43.6784,15.6,2020-05-08 10:02:05+00:00
870,E53490B59A25,32.787,16.3,35.5807,15.8,43.608000000000004,15.6,2020-05-08 10:07:08+00:00
871,E53490B59A25,32.8415,16.3,35.5977,15.8,43.6583,15.6,2020-05-08 10:12:12+00:00
872,E53490B59A25,32.8141,16.3,35.5787,15.9,43.6477,15.6,2020-05-08 10:17:16+00:00
874,E53490B59A25,32.7327,16.4,35.5139,15.9,43.5954,15.6,2020-05-08 10:22:22+00:00
875,E53490B59A25,32.6677,16.4,35.4323,15.9,43.5553,15.7,2020-05-08 10:27:25+00:00
876,E53490B59A25,32.6681,16.4,35.4035,15.9,43.5599,15.7,2020-05-08 10:32:29+00:00
877,E53490B59A25,32.6618,16.4,35.3805,15.9,43.5577,15.7,2020-05-08 10:37:32+00:00
878,E53490B59A25,32.6267,16.4,35.333,16.0,43.5393,15.7,2020-05-08 10:42:45+00:00
879,E53490B59A25,32.6256,16.4,35.3111,16.0,43.5591,15.7,2020-05-08 10:47:49+00:00
880,E53490B59A25,32.6887,16.4,35.3576,16.0,43.6305,15.7,2020-05-08 10:52:52+00:00
